applicant_id,age,annual_income,loan_amount,loan_term_months,dti_ratio,employment_years,past_defaults_count,credit_lines_count,repayment_history_score,is_default
CLIENT-13884,66,25088.9,11278.53,36,38.66,3.2,0,5,58.4,0
CLIENT-13885,66,43102.38,7570.66,48,63.44,5.5,0,6,100.0,0
CLIENT-13886,55,39168.86,22703.41,36,46.02,3.4,0,4,68.4,0
CLIENT-13887,22,57918.49,26645.18,36,25.83,5.6,0,7,68.4,0
CLIENT-13888,25,79297.02,13898.84,36,23.24,8.5,2,11,83.7,1
CLIENT-13889,51,23984.25,9041.27,36,17.05,5.8,0,3,88.8,0
CLIENT-13890,65,60883.09,33895.57,36,51.61,4.8,0,5,64.5,1
CLIENT-13891,69,18998.52,7178.24,48,47.99,9.6,0,6,45.4,0
CLIENT-13892,29,126028.99,53029.93,36,43.54,11.5,0,7,56.1,0
CLIENT-13893,55,22656.85,7989.04,48,12.25,2.5,0,10,61.6,0
CLIENT-13894,18,54960.96,5459.93,48,51.96,1.0,0,2,52.4,0
CLIENT-13895,48,18913.96,5971.44,60,45.3,8.5,2,5,57.1,0
CLIENT-13896,21,33148.26,6143.78,36,63.01,1.2,0,7,70.1,0
CLIENT-13897,66,91806.64,11320.64,60,42.3,13.2,0,7,57.3,0
CLIENT-13898,62,22233.99,9626.54,24,26.72,0.1,0,3,96.5,0
CLIENT-13899,67,136286.11,27371.23,12,30.98,12.7,0,8,63.9,0
CLIENT-13900,22,36200.73,24771.58,36,19.67,4.4,1,1,47.1,0
CLIENT-13901,47,65213.87,11424.81,60,49.76,7.5,0,4,87.6,0
CLIENT-13902,41,46247.69,117285.81,36,48.92,2.5,0,3,100.0,1
CLIENT-13903,20,47773.39,11319.33,24,21.04,24.0,1,4,65.0,0
CLIENT-13904,28,15434.06,12425.9,36,18.72,1.3,1,11,73.8,0
CLIENT-13905,62,27344.98,5463.3,36,14.24,1.5,0,9,89.6,0
CLIENT-13906,21,74427.88,12627.37,36,60.16,0.3,1,11,64.3,0
CLIENT-13907,43,29537.24,16451.64,48,22.82,14.1,0,8,98.1,0
CLIENT-13908,44,39470.12,5831.59,60,28.93,3.0,0,11,45.9,1
CLIENT-13909,63,14350.6,9423.07,48,25.43,5.6,0,4,68.2,0
CLIENT-13910,60,26303.41,16796.19,24,32.75,5.8,0,8,57.8,0
CLIENT-13911,44,71240.99,9252.19,36,49.27,10.4,0,1,53.0,0
CLIENT-13912,59,16821.66,7991.14,36,57.88,5.5,0,8,58.2,0
CLIENT-13913,68,55840.09,23097.81,36,20.04,4.1,0,10,77.7,0
CLIENT-13914,67,40403.31,5445.37,24,47.75,6.2,0,2,83.8,0
CLIENT-13915,23,31521.55,6238.25,48,29.39,7.0,0,6,80.6,0
CLIENT-13916,32,30700.84,15125.93,36,63.93,1.0,0,6,47.9,1
CLIENT-13917,47,27048.37,24156.57,48,26.44,0.6,0,3,78.3,0
CLIENT-13918,59,28533.02,16545.46,60,10.4,0.4,0,5,68.2,0
CLIENT-13919,54,63439.64,11421.8,12,38.36,2.3,0,2,61.3,0
CLIENT-13920,54,28022.8,10788.41,60,18.29,3.4,0,11,66.7,0
CLIENT-13921,59,107425.64,27100.55,48,12.45,4.8,0,8,95.0,0
CLIENT-13922,54,43465.36,24374.7,36,48.4,15.9,3,8,65.9,0
CLIENT-13923,52,25699.91,13834.14,36,50.27,2.0,0,5,81.5,0
CLIENT-13924,40,65122.12,11000.18,36,35.34,7.2,0,7,85.5,0
CLIENT-13925,23,52803.75,13693.69,36,47.23,3.8,0,8,83.2,0
CLIENT-13926,21,13460.22,8030.18,36,39.6,1.2,1,11,63.1,0
CLIENT-13927,35,19522.39,12026.61,12,44.64,4.8,0,4,64.0,0
CLIENT-13928,26,33885.68,9483.65,36,42.82,17.1,2,2,74.1,0
CLIENT-13929,66,14042.38,12449.16,24,46.62,0.7,0,5,61.7,0
CLIENT-13930,46,127302.06,9724.67,12,20.98,3.5,0,7,57.2,0
CLIENT-13931,30,59476.66,19278.9,36,24.78,0.3,0,4,71.5,0
CLIENT-13932,64,36026.15,23691.79,36,34.2,1.9,0,4,57.9,0
CLIENT-13933,69,29565.87,10241.45,36,34.54,4.8,0,4,63.5,0
CLIENT-13934,34,25341.58,7568.0,12,52.59,9.2,0,9,65.9,0
CLIENT-13935,62,11176.63,21985.43,48,30.21,6.6,1,9,61.7,0
CLIENT-13936,49,12839.43,15204.26,36,18.94,3.1,0,11,66.2,0
CLIENT-13937,65,113626.55,10334.93,24,23.83,12.0,0,10,63.5,0
CLIENT-13938,39,93354.54,34992.41,36,21.81,1.8,0,8,100.0,0
CLIENT-13939,21,25707.38,8995.47,36,50.24,7.0,0,11,96.5,0
CLIENT-13940,22,62617.46,3310.8,12,35.87,3.2,0,8,63.6,0
CLIENT-13941,54,49210.02,8139.05,36,48.97,11.4,0,7,63.1,1
CLIENT-13942,58,52816.18,41475.78,48,32.89,8.0,0,1,66.6,0
CLIENT-13943,66,15442.73,10695.81,48,58.94,11.6,0,8,73.6,0
CLIENT-13944,30,12272.22,9313.24,24,64.09,1.2,0,11,68.5,0
CLIENT-13945,51,73832.67,13610.85,48,46.84,5.5,2,11,70.2,0
CLIENT-13946,62,11074.73,27112.34,36,57.51,6.7,0,4,81.9,0
CLIENT-13947,39,33225.86,12606.53,60,37.94,6.8,0,1,57.0,0
CLIENT-13948,40,29125.77,20210.21,12,61.4,3.5,0,1,61.1,0
CLIENT-13949,68,27554.18,11701.98,36,55.74,0.1,0,3,48.4,0
CLIENT-13950,20,43856.16,20321.77,36,64.55,1.5,0,3,64.0,0
CLIENT-13951,59,24183.95,15156.49,24,44.27,2.0,3,10,70.6,1
CLIENT-13952,51,46048.08,10111.27,48,52.86,9.6,3,1,70.7,1
CLIENT-13953,49,39525.18,16005.13,36,39.86,9.2,0,8,88.8,0
CLIENT-13954,62,127930.11,9138.42,12,24.25,0.6,0,4,56.9,0
CLIENT-13955,68,15815.64,5091.2,36,29.51,15.0,2,4,45.5,0
CLIENT-13956,66,36958.89,13175.03,36,59.17,1.0,0,6,71.4,1
CLIENT-13957,38,47042.52,5417.76,24,13.08,2.7,0,9,67.2,0
CLIENT-13958,63,31137.2,20296.44,60,42.53,1.2,0,9,82.8,0
CLIENT-13959,61,16281.01,13013.68,48,30.49,9.8,0,8,71.2,0
CLIENT-13960,38,77208.26,36181.54,24,31.27,6.9,3,1,89.2,1
CLIENT-13961,61,44451.79,10602.38,36,58.65,2.2,0,10,67.9,0
CLIENT-13962,28,16981.2,13173.74,36,56.96,5.7,0,10,62.3,1
CLIENT-13963,56,47249.66,4775.54,48,42.94,1.0,1,2,80.6,0
CLIENT-13964,21,100804.64,6168.03,60,25.01,2.4,0,3,77.2,0
CLIENT-13965,68,35532.76,4125.3,36,36.15,2.4,1,11,59.3,0
CLIENT-13966,18,36267.32,28402.88,48,32.46,1.4,0,5,78.2,0
CLIENT-13967,45,93041.7,9684.79,36,29.45,10.4,0,5,76.6,0
CLIENT-13968,41,20287.69,33825.01,36,15.65,5.7,0,10,69.2,0
CLIENT-13969,52,102388.66,2045.86,60,39.87,1.6,0,8,86.8,0
CLIENT-13970,30,65104.35,39484.05,36,26.6,1.4,0,2,91.9,0
CLIENT-13971,64,20857.49,12738.5,36,46.34,0.1,0,2,61.3,0
CLIENT-13972,51,24319.62,16947.8,36,27.56,2.1,3,8,77.3,1
CLIENT-13973,28,26505.63,6348.29,24,33.71,3.7,2,1,71.1,0
CLIENT-13974,53,12086.71,19324.0,36,12.88,1.6,0,9,63.3,0
CLIENT-13975,68,42458.53,10283.13,60,64.59,6.0,1,2,68.2,0
CLIENT-13976,34,21431.82,5791.99,36,37.92,2.7,2,5,43.5,0
CLIENT-13977,52,43387.68,5736.67,48,11.33,1.9,0,3,86.1,0
CLIENT-13978,35,16737.95,5666.09,24,39.77,14.0,0,5,81.8,0
CLIENT-13979,57,63184.1,17433.83,36,57.87,1.5,1,8,41.2,1
CLIENT-13980,39,56532.76,8561.73,60,52.49,2.5,0,8,67.2,0
CLIENT-13981,41,23776.97,4238.37,36,48.55,2.4,0,6,75.0,0
CLIENT-13982,36,45061.77,17300.83,24,17.67,1.4,0,9,82.8,0
CLIENT-13983,54,38167.98,2919.27,36,46.18,1.2,0,7,66.1,0
CLIENT-13984,56,88378.12,33872.22,36,52.15,1.8,2,2,66.3,1
CLIENT-13985,38,19545.74,53663.45,24,41.48,10.0,0,1,75.5,0
CLIENT-13986,25,33144.14,5331.05,48,59.1,7.3,1,8,59.8,0
CLIENT-13987,45,24725.49,27909.31,60,25.23,5.7,1,1,95.0,0
CLIENT-13988,22,37305.31,17057.9,36,23.32,3.1,0,8,71.5,0
CLIENT-13989,34,50009.29,9414.19,48,57.83,3.5,0,9,72.9,0
CLIENT-13990,54,24561.01,9726.79,48,44.4,1.6,0,1,90.2,0
CLIENT-13991,53,29188.68,21123.36,48,10.08,0.4,0,7,69.6,0
CLIENT-13992,36,64836.53,12991.29,12,29.42,2.0,1,5,90.4,0
CLIENT-13993,44,81993.46,2173.41,24,57.18,3.4,0,8,45.9,0
CLIENT-13994,51,48830.46,57017.3,12,11.5,0.3,1,4,87.3,0
CLIENT-13995,28,33430.44,18091.94,12,10.18,0.5,0,2,85.5,0
CLIENT-13996,62,31575.66,12882.08,36,25.47,1.5,0,7,39.2,0
CLIENT-13997,64,50456.95,8079.65,36,60.27,2.3,0,7,65.1,0
CLIENT-13998,29,41633.49,11704.49,24,59.58,2.5,0,8,76.1,0
CLIENT-13999,38,13502.29,32481.67,12,38.53,0.6,0,9,82.2,0
CLIENT-14000,28,51196.74,16044.68,36,40.43,1.3,0,6,89.7,0
CLIENT-14001,56,21669.44,17374.56,24,28.26,1.5,0,3,47.6,0
CLIENT-14002,45,15519.28,5572.4,48,23.41,0.4,0,5,71.2,0
CLIENT-14003,22,13346.28,10459.43,12,54.84,2.0,0,3,55.9,0
CLIENT-14004,34,31899.24,13845.78,48,15.85,0.4,0,10,59.4,0
CLIENT-14005,37,19733.74,21754.95,60,36.8,6.1,0,9,82.0,0
CLIENT-14006,58,8992.83,9985.89,48,44.89,2.4,0,5,58.1,1
CLIENT-14007,63,29287.81,25578.52,48,15.7,2.0,2,7,70.0,0
CLIENT-14008,29,27055.82,5996.63,60,38.58,0.7,2,10,63.3,0
CLIENT-14009,23,33191.84,14026.1,24,41.76,1.3,0,7,85.0,0
CLIENT-14010,34,24900.95,12477.34,60,50.84,1.3,0,7,42.5,0
CLIENT-14011,68,108836.04,4624.54,48,22.92,21.1,0,10,88.6,0
CLIENT-14012,36,49533.4,12920.94,48,26.13,9.0,0,4,92.3,0
CLIENT-14013,43,26909.43,8885.51,36,41.32,0.1,0,4,78.9,0
CLIENT-14014,65,34955.25,35941.3,36,64.07,4.8,0,3,73.4,0
CLIENT-14015,61,84862.33,10024.83,36,21.96,1.5,0,4,39.4,0
CLIENT-14016,61,64471.19,17079.08,36,64.22,0.6,0,9,79.6,0
CLIENT-14017,69,15713.46,5643.56,48,49.29,6.1,0,5,85.1,0
CLIENT-14018,49,20240.19,15765.8,12,55.43,0.7,0,6,71.5,0
CLIENT-14019,23,22717.52,9991.28,36,14.93,2.9,1,4,60.2,0
CLIENT-14020,53,27894.37,7758.98,36,26.52,5.0,1,1,91.9,0
CLIENT-14021,55,25406.14,97122.13,24,13.18,4.0,1,7,57.0,1
CLIENT-14022,28,37064.15,10431.5,24,30.44,19.0,0,7,86.9,0
CLIENT-14023,50,56468.19,11517.65,24,63.97,7.7,0,6,77.9,0
CLIENT-14024,41,62417.2,25119.39,36,15.79,7.4,0,4,67.4,0
CLIENT-14025,40,29849.45,7801.73,36,40.93,2.2,0,10,100.0,0
CLIENT-14026,32,13618.49,17717.19,12,10.33,0.0,0,8,77.2,0
CLIENT-14027,44,19452.95,19095.81,60,49.2,6.6,1,8,78.8,1
CLIENT-14028,28,26585.87,15855.79,48,20.85,35.0,3,1,77.7,0
CLIENT-14029,68,17205.41,66665.14,48,17.13,2.6,1,9,74.5,0
CLIENT-14030,67,72006.77,7608.43,24,28.54,21.2,0,8,68.6,0
CLIENT-14031,34,17894.98,39195.63,36,52.41,0.8,0,2,81.4,0
CLIENT-14032,68,52587.72,18592.22,36,15.86,1.8,1,9,71.5,0
CLIENT-14033,31,13238.33,25250.84,60,22.64,0.9,2,4,42.7,0
CLIENT-14034,44,53869.55,16964.26,48,10.47,3.2,0,10,57.6,0
CLIENT-14035,35,33404.26,49751.41,36,63.26,8.0,0,6,87.3,0
CLIENT-14036,45,89995.81,10678.05,48,42.57,2.1,0,2,83.3,0
CLIENT-14037,68,18417.61,18921.5,24,49.59,11.8,0,10,54.4,0
CLIENT-14038,64,25887.9,33317.27,12,45.83,3.9,0,4,61.9,0
CLIENT-14039,64,29078.1,9034.54,36,17.94,3.1,2,2,60.8,1
CLIENT-14040,21,33140.12,26911.41,12,42.72,7.7,0,9,91.8,0
CLIENT-14041,24,29507.85,13186.56,24,17.23,0.5,0,9,46.9,0
CLIENT-14042,62,29851.57,5628.41,48,32.07,7.4,0,5,60.8,0
CLIENT-14043,52,29559.56,4836.21,24,41.29,1.4,0,3,71.2,0
CLIENT-14044,65,10480.71,12536.83,36,40.74,1.6,0,3,48.3,1
CLIENT-14045,26,65907.05,26732.08,60,16.55,4.6,0,1,71.2,0
CLIENT-14046,25,202133.15,3117.3,36,11.89,11.6,0,8,54.3,1
CLIENT-14047,69,43432.47,15372.19,24,53.9,4.3,3,3,57.4,1
CLIENT-14048,62,18371.38,24950.87,24,49.93,5.2,0,4,62.2,1
CLIENT-14049,34,19521.6,5461.26,24,14.5,7.5,0,2,67.3,0
CLIENT-14050,34,52465.15,8571.72,12,17.01,1.5,2,8,61.5,1
CLIENT-14051,66,45765.31,19943.47,12,59.09,8.8,3,3,71.4,1
CLIENT-14052,50,30620.53,24196.82,36,52.3,2.7,0,11,88.7,0
CLIENT-14053,49,57070.5,41063.25,36,64.79,1.0,1,2,83.0,0
CLIENT-14054,25,10526.69,8862.3,48,23.97,2.2,0,1,92.7,0
CLIENT-14055,36,57093.03,7548.44,48,36.83,1.4,0,10,68.9,1
CLIENT-14056,55,41883.9,42483.87,48,23.01,1.3,0,2,68.9,0
CLIENT-14057,20,19978.88,7875.73,36,44.25,1.7,0,2,73.1,0
CLIENT-14058,22,15367.43,19055.29,24,16.35,1.0,0,4,47.0,0
CLIENT-14059,30,39057.74,61585.42,48,17.0,5.5,0,11,85.5,0
CLIENT-14060,64,84486.15,22626.93,36,13.95,4.3,0,1,64.4,0
CLIENT-14061,63,31670.6,23116.2,12,48.15,5.2,0,1,69.3,0
CLIENT-14062,48,21772.2,32684.17,48,37.17,2.1,0,6,76.4,0
CLIENT-14063,33,40732.15,19291.26,36,43.98,7.3,1,5,58.4,1
CLIENT-14064,67,108285.13,23194.01,24,58.36,0.7,0,1,58.9,0
CLIENT-14065,49,47041.24,10511.1,48,50.72,4.2,0,6,75.9,0
CLIENT-14066,39,50193.52,30090.77,60,35.39,1.6,3,8,76.5,1
CLIENT-14067,46,75635.36,17844.26,36,64.14,3.7,0,5,100.0,0
CLIENT-14068,39,48220.25,4747.4,36,35.09,2.0,0,3,73.7,0
CLIENT-14069,60,22729.48,15836.31,36,16.18,7.8,0,3,78.0,0
CLIENT-14070,20,12749.67,2925.58,48,64.6,11.1,0,11,100.0,0
CLIENT-14071,27,20889.63,22020.72,12,11.26,6.8,0,2,75.2,0
CLIENT-14072,59,18716.56,11344.79,36,40.24,1.0,1,9,76.5,0
CLIENT-14073,38,53937.7,50710.43,60,27.0,1.6,0,9,26.3,0
CLIENT-14074,33,58630.41,18821.25,24,37.7,12.6,0,7,64.2,0
CLIENT-14075,29,40349.86,25512.58,60,40.73,2.9,0,1,73.1,0
CLIENT-14076,19,16962.92,6409.55,60,23.21,14.2,0,1,58.6,0
CLIENT-14077,58,106081.0,21573.1,24,40.63,2.5,0,4,73.2,0
CLIENT-14078,41,28290.29,8531.66,48,51.58,15.2,1,2,80.8,1
CLIENT-14079,52,52160.91,28663.0,24,24.66,13.0,0,3,83.9,0
CLIENT-14080,47,37406.32,6106.77,48,31.09,5.4,0,2,68.4,0
CLIENT-14081,47,41159.01,14427.12,48,24.75,0.0,0,1,46.6,0
CLIENT-14082,64,51067.85,5940.11,24,55.13,2.6,0,3,71.3,1
CLIENT-14083,52,23918.03,14589.64,48,49.87,12.1,2,7,63.7,1
CLIENT-14084,36,79478.47,55035.89,48,57.92,10.8,1,10,58.5,1
CLIENT-14085,67,14076.99,22134.39,36,19.35,1.0,0,9,65.8,0
CLIENT-14086,25,19474.6,13058.05,24,14.05,2.5,0,10,64.8,0
CLIENT-14087,43,78862.23,2383.89,12,16.57,9.0,0,9,66.7,0
CLIENT-14088,66,51740.85,9182.17,36,18.86,4.3,0,8,63.1,0
CLIENT-14089,57,166747.28,18624.95,60,39.32,9.4,1,6,91.6,0
CLIENT-14090,24,37835.77,9343.16,48,63.4,8.8,0,1,74.0,0
CLIENT-14091,47,100735.91,36279.39,36,29.65,11.9,0,8,74.1,1
CLIENT-14092,24,11914.52,14045.77,36,62.72,0.6,0,8,76.2,0
CLIENT-14093,20,15551.17,28424.78,24,12.1,0.8,0,9,49.4,0
CLIENT-14094,18,62150.57,15420.15,24,60.98,0.4,0,10,85.2,0
CLIENT-14095,53,12781.82,11012.79,36,19.96,13.7,0,11,100.0,0
CLIENT-14096,42,32259.87,9605.31,36,60.19,3.2,0,6,55.6,0
CLIENT-14097,54,73154.25,6578.04,36,13.09,0.3,0,3,59.9,0
CLIENT-14098,18,49055.26,28785.56,60,62.15,1.9,0,6,61.8,0
CLIENT-14099,32,36558.07,9901.01,36,21.04,2.2,0,8,74.5,0
CLIENT-14100,54,27737.36,19256.57,36,26.65,8.3,0,7,68.0,0
CLIENT-14101,30,41000.34,9246.3,24,37.0,6.6,0,8,62.3,0
CLIENT-14102,57,51346.34,6259.65,60,30.94,5.8,0,3,78.8,0
CLIENT-14103,25,24427.47,19704.43,48,46.71,0.1,0,8,75.8,0
CLIENT-14104,22,45389.75,7921.27,48,63.61,12.1,0,5,88.3,0
CLIENT-14105,26,69359.5,10093.62,36,43.35,1.2,0,7,72.2,0
CLIENT-14106,18,31777.48,5574.28,36,49.68,5.0,1,4,69.4,0
CLIENT-14107,53,37830.6,9459.87,36,14.84,0.3,0,3,63.5,0
CLIENT-14108,52,48546.01,13587.09,24,44.53,0.4,0,6,73.5,0
CLIENT-14109,19,50554.16,10924.42,36,34.96,0.0,0,9,54.4,0
CLIENT-14110,57,61517.2,23688.82,60,58.72,4.2,2,4,86.3,1
CLIENT-14111,40,19759.21,14792.34,24,31.35,5.0,3,9,79.4,0
CLIENT-14112,26,26440.35,115973.81,12,47.37,0.3,2,3,73.4,1
CLIENT-14113,51,27034.6,17979.28,48,22.55,1.7,0,6,64.0,0
CLIENT-14114,63,21113.18,3964.59,24,24.27,9.5,0,5,94.6,0
CLIENT-14115,31,12344.32,11510.12,36,30.69,0.5,1,9,61.8,1
CLIENT-14116,21,5152.89,12229.74,36,26.72,1.2,1,6,57.2,0
CLIENT-14117,47,74404.49,8694.61,36,23.96,2.8,2,2,65.4,1
CLIENT-14118,48,14294.99,14056.32,48,12.73,9.2,0,4,82.4,0
CLIENT-14119,55,92958.22,8515.32,36,56.02,1.5,0,5,91.5,0
CLIENT-14120,28,56593.29,16864.63,48,13.54,29.3,0,11,85.9,0
CLIENT-14121,52,28469.45,3511.92,48,58.81,2.2,0,11,50.4,1
CLIENT-14122,25,52567.5,29759.72,48,16.9,2.4,1,9,69.1,0
CLIENT-14123,20,46867.51,4425.76,12,13.59,0.7,1,1,62.8,0
CLIENT-14124,31,18749.74,11109.0,24,40.97,5.7,0,9,76.0,0
CLIENT-14125,30,35990.61,7999.27,12,37.63,1.4,0,10,65.6,0
CLIENT-14126,62,20172.93,16550.04,36,37.02,5.0,3,1,81.6,1
CLIENT-14127,49,53770.31,11751.44,48,41.6,1.3,0,1,63.2,0
CLIENT-14128,51,23644.07,15933.12,36,25.79,2.5,0,4,57.3,0
CLIENT-14129,62,34269.89,29080.84,48,46.46,9.7,0,6,89.6,0
CLIENT-14130,36,33393.64,22880.28,36,37.63,6.7,0,2,69.5,0
CLIENT-14131,55,39063.64,13703.62,36,28.41,0.8,0,1,83.3,0
CLIENT-14132,33,98472.54,18428.53,48,55.46,4.7,0,4,52.7,0
CLIENT-14133,19,31427.03,52680.74,36,50.02,5.0,0,8,55.7,0
CLIENT-14134,57,75414.61,23458.0,48,31.65,0.5,0,6,51.0,0
CLIENT-14135,34,48435.98,10878.28,24,56.62,3.1,0,5,58.4,0
CLIENT-14136,51,85053.99,32679.56,60,60.61,1.5,0,1,59.8,1
CLIENT-14137,59,29641.73,17569.46,36,39.53,3.1,0,3,58.5,0
CLIENT-14138,33,55142.82,6809.39,48,21.82,7.5,1,7,69.4,0
CLIENT-14139,55,35046.79,11772.18,12,60.37,0.9,0,10,55.0,1
CLIENT-14140,19,6041.24,4766.75,36,20.42,0.7,0,3,58.6,0
CLIENT-14141,19,18884.45,2698.59,60,12.66,1.6,0,5,73.3,0
CLIENT-14142,43,51504.59,6875.17,48,28.01,15.2,0,6,99.4,0
CLIENT-14143,30,49501.53,14556.7,12,49.98,6.9,0,9,77.2,0
CLIENT-14144,64,16697.49,14586.57,36,60.78,0.1,0,11,75.8,0
CLIENT-14145,48,41449.06,4973.59,36,45.05,2.6,2,3,66.0,0
CLIENT-14146,51,49116.79,2527.2,24,62.35,1.5,2,6,40.3,1
CLIENT-14147,56,35567.97,37404.03,48,15.08,5.1,0,11,67.0,0
CLIENT-14148,20,56234.81,14281.28,24,13.34,3.1,0,2,54.7,0
CLIENT-14149,25,51820.09,39695.71,36,43.23,16.7,0,9,85.3,0
CLIENT-14150,40,35557.77,38139.81,36,63.14,1.2,0,9,93.6,0
CLIENT-14151,31,26729.02,22343.63,36,37.65,4.4,0,7,56.4,0
CLIENT-14152,44,67881.92,13924.44,48,12.83,6.0,0,11,69.7,0
CLIENT-14153,46,47949.19,10113.68,60,22.17,8.7,1,9,49.6,1
CLIENT-14154,56,15853.42,22093.03,24,23.46,2.6,2,4,82.4,1
CLIENT-14155,56,41462.25,11945.38,48,28.58,5.8,0,10,88.7,0
CLIENT-14156,18,18203.79,8841.98,24,12.4,1.8,0,1,78.5,0
CLIENT-14157,34,20358.61,3076.25,36,59.77,2.9,0,1,74.8,0
CLIENT-14158,58,24559.5,12604.72,12,38.36,11.3,0,2,69.3,0
CLIENT-14159,47,37306.54,28786.72,24,46.9,15.0,2,10,77.4,1
CLIENT-14160,30,45464.69,32258.01,36,13.69,6.3,0,11,65.9,0
CLIENT-14161,38,28413.93,13867.39,36,12.98,2.3,0,3,64.4,0
CLIENT-14162,36,29169.84,7171.73,48,42.26,8.6,1,2,88.8,0
CLIENT-14163,36,26850.88,25132.59,48,58.8,0.1,0,4,81.7,0
CLIENT-14164,42,68084.73,13216.8,60,39.07,0.5,0,8,61.4,0
CLIENT-14165,39,6556.64,10342.61,36,58.28,5.4,0,3,97.1,0
CLIENT-14166,48,30175.74,4821.59,24,54.6,1.7,0,4,59.6,0
CLIENT-14167,34,91765.43,58257.79,36,14.17,15.1,0,2,99.0,0
CLIENT-14168,40,49530.21,22401.4,36,21.11,2.9,0,1,50.5,1
CLIENT-14169,49,77660.99,24158.07,36,46.17,2.8,0,8,67.8,0
CLIENT-14170,27,10715.54,7302.95,36,34.39,5.7,0,7,76.8,0
CLIENT-14171,27,17234.19,14126.74,36,25.99,7.3,0,10,75.2,0
CLIENT-14172,53,49435.74,12618.94,36,33.02,3.2,3,2,72.7,0
CLIENT-14173,25,92076.81,23097.19,24,34.49,1.2,0,8,89.1,0
CLIENT-14174,69,18311.02,34606.71,12,60.08,7.4,0,10,76.6,0
CLIENT-14175,37,28777.32,4895.39,24,15.69,1.9,2,3,77.7,1
CLIENT-14176,49,46206.63,6296.35,24,25.39,1.0,3,7,60.9,1
CLIENT-14177,67,15191.65,20994.52,48,39.57,5.0,1,1,82.3,0
CLIENT-14178,31,49662.96,9361.67,24,48.41,0.5,0,3,63.4,0
CLIENT-14179,67,7292.41,23633.3,48,44.69,17.8,0,9,87.1,0
CLIENT-14180,45,48793.08,10289.29,36,61.79,5.0,0,4,91.6,0
CLIENT-14181,63,19989.23,5573.94,12,53.76,21.3,1,1,71.2,0
CLIENT-14182,69,27762.51,3898.92,48,40.64,2.1,0,11,77.9,0
CLIENT-14183,41,53697.96,18748.88,36,21.81,17.7,0,6,74.3,0
CLIENT-14184,32,47493.65,19073.5,24,34.8,0.8,0,1,68.9,0
CLIENT-14185,39,36142.01,26348.09,48,48.14,0.2,0,10,66.7,0
CLIENT-14186,47,64953.33,16806.34,12,56.09,0.2,0,1,53.0,0
CLIENT-14187,21,13093.8,962.75,24,62.79,3.1,1,2,60.1,0
CLIENT-14188,30,41054.21,19003.98,48,43.3,0.4,0,3,71.4,0
CLIENT-14189,40,22604.36,4816.39,48,38.98,3.6,0,2,91.5,0
CLIENT-14190,25,62995.52,3614.1,24,10.97,2.0,1,8,75.1,0
CLIENT-14191,35,54843.57,3321.9,12,13.97,2.0,0,6,87.1,0
CLIENT-14192,29,56050.53,3114.64,48,18.59,5.0,0,1,43.9,0
CLIENT-14193,48,97463.1,16240.85,36,13.01,0.9,0,6,90.4,0
CLIENT-14194,31,71382.54,8007.8,24,32.05,7.3,0,1,79.9,0
CLIENT-14195,51,33042.41,4612.97,36,28.53,4.4,0,9,85.6,0
CLIENT-14196,35,36287.89,13577.34,60,45.05,12.3,0,3,40.9,0
CLIENT-14197,51,52081.39,6160.09,12,39.46,2.3,2,1,64.1,0
CLIENT-14198,28,39407.24,26549.06,48,42.78,20.3,2,1,54.3,0
CLIENT-14199,58,55442.63,36870.0,36,35.96,4.3,0,2,80.7,0
CLIENT-14200,29,9526.26,11472.16,36,25.28,18.1,0,6,77.6,0
CLIENT-14201,66,112249.81,35034.62,48,62.41,0.1,0,1,84.0,0
CLIENT-14202,32,37669.92,34993.36,60,14.75,6.5,0,7,64.3,0
CLIENT-14203,48,13718.78,14174.86,24,61.64,8.5,0,11,82.3,1
CLIENT-14204,66,20988.37,44955.01,24,27.12,0.3,0,4,70.0,0
CLIENT-14205,46,10121.36,8645.87,60,38.2,4.3,0,7,87.6,0
CLIENT-14206,43,18880.01,3399.29,36,15.99,8.1,0,4,80.3,0
CLIENT-14207,35,33344.59,4500.46,36,13.9,4.1,0,11,59.1,0
CLIENT-14208,49,90113.82,8371.77,36,33.62,0.3,1,4,74.3,0
CLIENT-14209,39,46462.68,19419.08,48,50.79,5.9,1,4,49.2,0
CLIENT-14210,55,41760.92,5952.84,48,24.82,0.3,0,10,87.9,0
CLIENT-14211,34,18378.51,8324.34,60,40.93,8.5,0,10,80.0,0
CLIENT-14212,40,22143.71,5571.2,36,25.33,0.2,2,8,80.6,0
CLIENT-14213,41,23198.51,8458.85,24,31.37,0.7,0,2,83.8,0
CLIENT-14214,67,23773.41,34197.12,36,59.85,1.6,0,8,73.3,0
CLIENT-14215,25,29409.64,17159.43,36,57.07,5.0,0,10,48.1,0
CLIENT-14216,58,30773.01,8920.5,36,38.38,18.7,0,11,84.5,0
CLIENT-14217,23,29630.31,31392.67,36,23.1,0.6,0,1,59.0,0
CLIENT-14218,22,24275.08,13601.91,24,20.63,0.8,0,7,57.7,0
CLIENT-14219,61,39380.73,14669.99,36,62.47,2.3,0,7,81.3,0
CLIENT-14220,46,30072.04,29730.91,36,21.15,9.0,0,6,62.1,0
CLIENT-14221,45,13941.98,10510.87,48,54.45,3.1,0,4,72.5,1
CLIENT-14222,28,37072.44,25371.16,36,30.29,1.9,0,5,80.9,0
